"DPD Belgium",dpd-be,"070/222 222",https://www.dpd.com/be/en/,express,//s.trackingmore.com/images/icons/express/dpd-be.png,US,,"DPD 比利时"
"Tuvalu Post",tuvalu-post,,http://www.tuvalupost.tv/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/20090.jpg,TV,http://www.tuvalupost.tv/,图瓦卢邮政
"Uganda Post",uganda-post,"(256) 414 -255511",http://www.ugapost.co.ug/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/21010.jpg,UG,http://www.ugapost.co.ug/,乌干达邮政
Collect+,collectplus,"+44 1923 601616",https://www.collectplus.co.uk/,express,//s.trackingmore.com/images/icons/express/collectplus.png,UK,https://www.collectplus.co.uk/track/******,Collect+
"Zhongtie Logistics",ztky,400-000-5566,http://www.ztky.com/,express,//s.trackingmore.com/images/icons/express/ztky.png,,http://www.ztky.com/GoodsTrace?funcid=14&companyid=1,中铁物流
"SAP Express",sap-express,"021 2280 6611",https://www.sap-express.id/layanan/tracking/track,express,//s.trackingmore.com/images/icons/express/sap-express.png,IN,,"SAP Express"
"TNT Click",tnt-click,"+39 199 803 868",https://www.tnt-click.it/,express,//s.trackingmore.com/images/icons/express/tnt-click.png,IT,https://www.tnt-click.it/,"TNT Click"
"Skynet Worldwide Express UK",skynetworldwide-uk,"+44 20 8538 1988",https://www.skynetworldwide.com/,express,//s.trackingmore.com/images/icons/express/skynetworldwide-uk.png,UK,https://www.skynetworldwide.com/services/track-and-trace,"Skynet Worldwide Express UK"
"Dada logistic",idada56,400-098-5656,http://www.idada56.com/,express,//s.trackingmore.com/images/icons/express/idada56.png,,http://www.idada56.com/track.html,大达物流
Showl,showl,0769-8561-8358,http://www.showl.com,express,//s.trackingmore.com/images/icons/express/showl.png,,http://www.showl.com/chajian/,森鸿物流
V-Xpress,v-xpress,"9870 242 243",http://vxpress.in/,express,//s.trackingmore.com/images/icons/express/v-xpress.png,IN,http://www.vxpress.in/track/,V-Xpress
Rufengda,rufengda,400-010-6660,http://www.rufengda.com,express,//s.trackingmore.com/images/icons/express/rufengda.png,cn,http://www.rufengda.com/page/twoPage/waybill.html,如风达
Hermesworld,hermes,"+44 844 543 7000",https://www.hermesworld.com/en/,express,//s.trackingmore.com/images/icons/express/hermes.png,UK,https://www.hermesworld.com/en/our-services/distribution/parcel-delivery/parcel-tracking/?trackingNo=******,Hermesworld
"Jersey Post",jersey-post,+441534616616,http://www.jerseypost.com/track/,globalpost,//s.trackingmore.com/images/icons/express/jersey-post.png,UK,https://www.jerseypost.com/tools/track-trace/,"Jersey Post"
Sendle,sendle,,https://www.sendle.com/,express,//s.trackingmore.com/images/icons/express/sendle.png,AU,https://try.sendle.com/tracking,Sendle
"WSE Logistics",gdwse,"+86 4008-456-856",http://www.gdwse.com/,express,//s.trackingmore.com/images/icons/express/gdwse.png,CN,,威速易供应链
"DHL Parcel UK",dhl-uk,"02476 937 770",https://track.dhlparcel.co.uk/,express,//s.trackingmore.com/images/icons/express/dhl-uk.png,UK,,"DHL Parcel UK"
Nightline,nightline,"+353 (0)1 883 5400",http://www.nightline.ie/,express,//s.trackingmore.com/images/icons/express/nightline.png,IE,https://www.nightline.ie/,Nightline
"Bombino Express",bombino-express,,http://www.bombinoexp.com/,express,//s.trackingmore.com/images/icons/express/bombino-express.png,IN,https://bombinoexp.in/track.aspx?AwbNo=******,"Bombino Express"
KINGRUNS,kingruns,"+86 0755 88606701",http://www.kingruns.com/tms_track.php,express,//s.trackingmore.com/images/icons/express/kingruns.png,TR,,Kingruns土耳其鲸仓
"TONGDA Global",tarrive,0532-80990826,http://www.tarrive.com/,express,//s.trackingmore.com/images/icons/express/tarrive.png,CN,,通达全球
MailAmericas,mailamericas,"+ 54 11 4814 1500",http://www.mailamericas.com/,globalpost,//s.trackingmore.com/images/icons/express/mailamericas.png,US,http://tracking.mailamericas.com/search,MailAmericas
"Ninja Van Malaysia",ninjavan-my,,https://www.ninjavan.co/en-my,express,//s.trackingmore.com/images/icons/express/ninjavan-my.png,MY,https://www.ninjavan.co/en-my,"Ninja Van （马来西亚）"
"YingNuo Supply Chain",szyn,,,express,//s.trackingmore.com/images/icons/express/szyn.png,CN,,英诺供应链
"Uzbekistan Post",uzbekistan-post,"(371) 233-6474",http://www.pochta.uz/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/21030.jpg,UZ,http://www.pochta.uz/en/2014-06-09-08-50-39/track-trace.html,乌兹别克斯坦邮政
"APC Postal Logistics",apc,"+1 (888) 413-7300",http://www.apc-pli.com/,express,//s.trackingmore.com/images/icons/express/apc.png,US,https://us.mytracking.net/APC/track/TrackDetails.aspx?t=******,"APC Postal Logistics"
Lexship,lexship,"+91 8660390631",https://www.lexship.com/track.php,express,//s.trackingmore.com/images/icons/express/lexship.png,IN,,Lexship
"Far International Logistics",far800,0571-28121835,https://www.far800.com/,express,//s.trackingmore.com/images/icons/express/far800.png,cn,https://www.far800.com/,泛远国际物流
Whistl,whistl,"+44 1628 891 644",https://trackmyitem.whistl.co.uk/,express,//s.trackingmore.com/images/icons/express/whistl.png,UK,https://trackmyitem.whistl.co.uk/tracking/******,Whistl
"Vanuatu Post",vanuatu-post,"678 22000",http://www.vanuatupost.vu/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/22020.jpg,VU,http://www.vanuatupost.vu/index.php/en/track-and-trace,瓦努阿图邮政
Newgistics,newgistics,"+1 877-860-5997",http://newgistics.com/,express,//s.trackingmore.com/images/icons/express/newgistics.png,,http://tracking.newgistics.com/,Newgistics
"DHL Netherlands",dhl-parcel-nl,"+31 (0)26 324 6700",http://www.dhl.nl/,express,//s.trackingmore.com/images/icons/express/dhl-parcel-nl.png,NL,https://www.logistics.dhl/nl-en/home/tracking.html?tracking-id=******,"DHL Netherlands"
"Ninja Van Indonesia",ninjaxpress,085574670049,https://www.ninjaxpress.co/,express,//s.trackingmore.com/images/icons/express/ninjaxpress.png,,https://www.ninjaxpress.co/,"Ninja Van （印度尼西亚）"
OrangeDS,organeds,,https://tracking.orangedsinc.com/,express,//s.trackingmore.com/images/icons/express/organeds.png,US,,OrangeDS
"DX Delivery",dxdelivery,"+44 0333 241 5700",https://www.dxdelivery.com,express,//s.trackingmore.com/images/icons/express/dxdelivery.png,UK,https://www.dxdelivery.com/consumer/my-tracking/,"DX Delivery"
"Redpack Mexico",redpack-mexico,"+52 1800-013-3333",http://www.redpack.com.mx/,express,//s.trackingmore.com/images/icons/express/redpack-mexico.png,MX,,"Redpack Mexico"
"Old Dominion Freight Line",old-dominion,+1-800-432-6335,http://www.odfl.com/Home/,express,//s.trackingmore.com/images/icons/express/old-dominion.png,US,https://www.odfl.com/Trace/standardResult.faces?pro=******,"Old Dominion Freight Line"
"Roadbull Logistics",roadbull,"(+65) 6812 9797",http://www.roadbull.com,express,//s.trackingmore.com/images/icons/express/roadbull.png,SG,https://www.roadbull.com/,"Roadbull Logistics"
"Ninja Van Philippines",ninjavan-ph,"+632 729 9365",https://www.ninjavan.co/en-ph,express,//s.trackingmore.com/images/icons/express/ninjavan-ph.png,PH,https://www.ninjavan.co/en-ph,"Ninja Van (菲律宾)"
"Vietnam Post",vietnam-post,"+84 1900 54 54 81",http://www.vnpost.vn/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/22040.jpg,VN,http://www.vnpost.vn/en-us/dinh-vi/buu-pham?key=******,越南邮政
"DHL Benelux",dhl-benelux,"+31 26-324 6700",http://www.dhl.nl/,express,//s.trackingmore.com/images/icons/express/dhl-benelux.png,BE,https://www.logistics.dhl/nl-en/home/tracking.html?tracking-id=******,"DHL Benelux"
"Hui Logistics",huilogistics,"+86 0755-84742220",http://huilogistics.com/index.html,express,//s.trackingmore.com/images/icons/express/huilogistics.png,CN,http://wms.fulfillment-cn.com/Manage/WebManage/Inquire.aspx?txtID=No,荟千物流
Estes,estes,+1-886-378-3748,http://www.estes-express.com/,express,//s.trackingmore.com/images/icons/express/estes.png,CA,http://www.estes-express.com/WebApp/ShipmentTracking/MainServlet,Estes
"Ninja Van Thailand",ninjavan-th,,https://www.ninjavan.co/th-th,express,//s.trackingmore.com/images/icons/express/ninjavan-th.png,TH,https://www.ninjavan.co/th-th,"Ninja Van （泰国）"
"ChangJiang Express",changjiangexpress,,,express,//s.trackingmore.com/images/icons/express/changjiangexpress.png,CN,,长江国际快递
"Yemen Post",yemen-post,"( 967) 771000202",http://www.yemenpost.net/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/25010.jpg,YE,http://www.yemenpost.net/,也门邮政
"SuperOZ Logistics",superoz,"+61 07-31942954",http://www.superoz.com.au/track.html,express,//s.trackingmore.com/images/icons/express/superoz.png,AU,http://www.superoz.com.au/track.html,速配鸥翼
"Zambia Post",zambia-post,"(260) 0978 118881",http://www.zampost.com.zm/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/26010.jpg,ZM,http://www.postglobalonline.com/track/zm/track.aspx,赞比亚邮政
"Sai Cheng Logistics",saicheng,"+61 1300 883 856",http://http://en.saichenglogistics.com/index.html,express,//s.trackingmore.com/images/icons/express/saicheng.png,,http://www.saichenglogistics.com/a/waybill/,赛诚国际物流
"Leopards Express",leopardschina,"+86 400-668-1818",http://www.leopardschina.com/,express,//s.trackingmore.com/images/icons/express/leopardschina.png,CN,http://www.leopardschina.com/Home/Track,LWE云豹
CSE,cse,,https://cse.ru/track.php,express,//s.trackingmore.com/images/icons/express/cse.png,RU,,CSE
"Zimbabwe Post",zimbabwe-post,"(263) 4 783 583-94",http://www.zimpost.co.zw/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/26020.jpg,ZW,http://ips-webtracking.zimpost.co.zw/trackit/,津巴布韦邮政
"Beebird Logistics",beebird,"+61 (0)8 6197 7017",https://beebird.com.au/tracking,express,//s.trackingmore.com/images/icons/express/beebird.png,AU,,锋鸟物流
Greyhound,greyhound,+1-800-739-5020,http://www.shipgreyhound.com/e/pages/Home.aspx,express,//s.trackingmore.com/images/icons/express/greyhound.png,CA,http://www.shipgreyhound.com/e/sitepages/trackapackage.aspx,Greyhound
8Europe,8europe,"+49 7251 72358",http://www.8europe.com,express,//s.trackingmore.com/images/icons/express/8europe.png,,http://www.8europe.com,败欧洲
FirstMile,firstmile,888-993-8594,https://track.firstmile.com/,express,//s.trackingmore.com/images/icons/express/firstmile.png,US,,FirstMile
"Overseas Logistics",overseas-logistics,+91-11-47244444,http://www.overseaslogistics.in/tracking.aspx,express,//s.trackingmore.com/images/icons/express/overseas-logistics.png,IN,http://www.overseaslogistics.in/tracking.aspx,"Overseas Logistics 印度快递"
"Royal Shipments",royal-shipments,"22 122 12 18",http://royalshipments.com,express,//s.trackingmore.com/images/icons/express/royal-shipments.png,PL,,"Royal Shipments"
"Globegistics Inc.",globegistics,"+1 516-479-6671",http://www.globegisticsinc.com/,express,//s.trackingmore.com/images/icons/express/globegistics.png,US,https://us.mytracking.net/globegistics/portal/ExternalTracking.aspx?track=******,"Globegistics Inc"
Dellin,dellin,,https://www.dellin.ru/tracker/,express,//s.trackingmore.com/images/icons/express/dellin.png,RU,,Dellin
"Better Express",cbtsd,"+86 4008-782-116",http://www.cbtsd.com/,express,//s.trackingmore.com/images/icons/express/cbtsd.png,,http://szbt.kingtrans.cn/WebTrack,北泰物流
"SYD Express",suyd56,0755-86265929,http://www.suyd56.com/,express,//s.trackingmore.com/images/icons/express/suyd56.png,,http://sud.kingtrans.cn/WebTrack,速邮达物流
"Bluecare Express",bluecare,,https://bluecare.express/,express,//s.trackingmore.com/images/icons/express/bluecare.png,UK,,"Bluecare Express"
Nexive,nexive,"+39 02 50720011",https://www.nexive.it,express,//s.trackingmore.com/images/icons/express/nexive.png,IT,https://tracking.nexive.it/?b=******&lang=IT,Nexive
"Tk Kit",tk-kit,"8 (800) 23456-50",http://tk-kit.ru/,express,//s.trackingmore.com/images/icons/express/tk-kit.png,RU,https://tk-kit.ru/,"Tk Kit"
"Asendia HK",asendia-hk,"00852 2690 1005",http://www.asendia.hk/,express,//s.trackingmore.com/images/icons/express/asendia-hk.png,CN,https://www.asendia.hk/cn/tracking/,"Asendia HK"
Linex,linexsolutions,"(+852)2735 2012",http://tracking.linexsolutions.com/,express,//s.trackingmore.com/images/icons/express/linexsolutions.png,,http://tracking.linexsolutions.com/Shipment/TrackingList?Type=L,"Linex 快递"
intelcom,intelcom,,https://intelcomexpress.com/en,express,//s.trackingmore.com/images/icons/express/intelcom.png,CA,https://intelcomexpress.com/en/tracking/,intelcom
"Overnite Express",overnitenet,+91-11-23510131,http://www.overnitenet.com/,express,//s.trackingmore.com/images/icons/express/overnitenet.png,IN,http://www.overnitenet.com/Web-Track.aspx,Overnite印度快递
"Airwings Courier Express India",airwings-india,+91-22-40051717,http://www.airwingsindia.com/,express,//s.trackingmore.com/images/icons/express/airwings-india.png,IN,http://www.airwingsindia.com/tracking.aspx,"Airwings Courier Express India"
"Hermes Germany",hermes-de,"+49 1806-311211",https://www.myhermes.de/wps/portal/paket/Home/privatkunden/home,express,//s.trackingmore.com/images/icons/express/hermes-de.png,DE,https://www.myhermes.de/empfangen/sendungsverfolgung/?suche=******,德国Hermes
"J&T Express TH",jt-express-th,02-009-5678,,express,//s.trackingmore.com/images/icons/express/jt-express-th.png,TH,https://www.jtexpress.co.th/,"J&T Express TH"
"The Professional Couriers (TPC)",professional-couriers,"+91-22-278 13309",http://www.tpcindia.com/,express,//s.trackingmore.com/images/icons/express/professional-couriers.png,IN,http://www.tpcindia.com/Tracking2014.aspx?id=******&type=0&service=0,"The Professional Couriers (TPC)"
"ESNAD Express",esnad,920034000,https://www.esnadexpress.com/,express,//s.trackingmore.com/images/icons/express/esnad.png,KE,,"ESNAD Express"
"International Seur",international-seur,"+34 902101010",http://www.seur.com/,express,//s.trackingmore.com/images/icons/express/international-seur.png,ES,https://www.seur.com/livetracking/?segOnlineIdentificador=******&segOnlineIdioma=en,"International Seur"
"ABF Freight",abf,"+1 (800) 610-5544",http://www.abfs.com/,express,//s.trackingmore.com/images/icons/express/abf.png,US,https://arcb.com/tools/tracking.html#/******,"ABF Freight"
ASM,asmred,,http://en.asmred.com/track-your-shipment/,express,//s.trackingmore.com/images/icons/express/asmred.png,ES,,asmred
TrakPak,trakpak,"+44 (0) 1268 533114",http://www.trackmytrakpak.com/trakpak.aspx,express,//s.trackingmore.com/images/icons/express/trakpak.png,,http://www.trackmytrakpak.com/?MyTrakPakNumber=******,TrakPak
XingYunYi,xingyunyi,,http://wms.xingyunyi.cn/tracking?numbers,express,//s.trackingmore.com/images/icons/express/xingyunyi.png,CN,,行云易
"TNT LT",tnt-lt,,http://www.tnt.com,express,//s.trackingmore.com/images/icons/express/tnt-lt.png,,,"TNT LT"
Matkahuolto,matkahuolto,"+358 0800 132 582",https://www.matkahuolto.fi/fi/,express,//s.trackingmore.com/images/icons/express/matkahuolto.png,FI,https://www.matkahuolto.fi/fi/seuranta/tilanne/?package_code=******#.XAuE5tUzYdU,Matkahuolto
"Mondial Relay",mondialrelay,"09 69 32 23 32",https://www.mondialrelay.fr/suivi-de-colis/,express,//s.trackingmore.com/images/icons/express/mondialrelay.png,FR,https://www.mondialrelay.fr/suivi-de-colis/,"Mondial Relay"
"Couriers Please express",couriers-please,"+61 1300 361 000",http://www.couriersplease.com.au/,express,//s.trackingmore.com/images/icons/express/couriers-please.png,AU,https://www.couriersplease.com.au/tools/track,"Couriers Please"
"ACS Courier",acscourier,"+30 210 81 90 000",https://www.acscourier.net/el/home,express,//s.trackingmore.com/images/icons/express/acscourier.png,GR,https://www.acscourier.net/en/track-and-trace?p_p_id=ACSCustomersAreaTrackTrace_WAR_ACSCustomersAreaportlet&p_p_lifecycle=1&p_p_state=normal&p_p_mode=view&p_p_col_id=column-4&p_p_col_count=1&_ACSCustomersAreaTrackTrace_WAR_ACSCustomersAreaportlet_jspPage=TrackTraceController,"ACS Courier"
LJS,bt-exp,0755-29987897,http://www.bt-exp.com/,express,//s.trackingmore.com/images/icons/express/bt-exp.png,,http://115.29.184.71:8082/trackIndex.htm,利佳顺
dhl-fr,dhl-fr,,https://www.dhl.com/fr-fr/home.html,express,//s.trackingmore.com/images/icons/express/dhl-fr.png,FR,,dhl-fr
"RL Carriers",rl-carriers,800-543-5589,http://www.rlcarriers.com/,express,//s.trackingmore.com/images/icons/express/rl-carriers.png,US,https://www.rlcarriers.com/shiptrace.asp,"RL Carriers"
"Afghan Post",afghan-post,"+93 20 210 1270",http://afghanpost.gov.af/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/1020.jpg,AF,http://track.afghanpost.gov.af/en.php,阿富汗邮政
"DPD Poland",dpd-poland,"+48 801 400 373",https://www.dpd.com.pl/,express,//s.trackingmore.com/images/icons/express/dpd-poland.png,PL,https://www.dpd.com.pl/,波兰DPD
AsiaFly,asiafly,"86-21-57746522 /57823692",http://www.asiafly.com.cn/,express,//s.trackingmore.com/images/icons/express/asiafly.png,CN,http://www.asiafly.com.cn/waybill.html,上海亚翔
gls-pl,gls-pl,,https://gls-group.eu/PL/pl/home,express,//s.trackingmore.com/images/icons/express/gls-pl.png,PL,,gls-pl
"Albania Post",posta-shqiptare,"0800 4141",http://www.postashqiptare.al/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/1030.jpg,AL,https://www.postashqiptare.al/,阿尔巴尼亚邮政
"Geniki Taxydromiki",taxydromiki,"+30 210 4851100",http://www.taxydromiki.gr/,express,//s.trackingmore.com/images/icons/express/taxydromiki.png,GR,https://www.taxydromiki.com/track/******,"Geniki Taxydromiki"
Cess,cess,"+86 4001 111 123",http://www.gto365.com/,express,//s.trackingmore.com/images/icons/express/cess.png,cn,http://www.gto365.com/#/waybill,国通快递
"Hanjin Shipping",hanjin,"+82 02-728-5114",http://www.hanjin.co.kr/,express,//s.trackingmore.com/images/icons/express/hanjin.png,KR,http://www.hanjin.co.kr/Global_html/us/en/index.jsp#,hanjin
PostaPlus,postaplus,1881881,https://www.postaplus.com/,express,//s.trackingmore.com/images/icons/express/postaplus.png,KW,,PostaPlus
"Andorra Post",andorra-post,"0810 821 821",http://www.laposte.fr/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/1050.jpg,AD,https://www.laposte.fr/particulier/outils/suivre-vos-envois,安道尔邮政
Envialia,envialia,"+34 902400909",https://www.envialia.com/envialia-en/,express,//s.trackingmore.com/images/icons/express/envialia.png,ES,http://www.envialia.com/tracking/,Envialia
"Best Express",bestex,"+86 4009 565656",http://www.800bestex.com/,express,//s.trackingmore.com/images/icons/express/bestex.png,CN,http://www.800bestex.com/Bill/Track,百世快递
1SD,1shida,,,express,//s.trackingmore.com/images/icons/express/1shida.png,CN,,壹世达
"Canpar Courier",canpar,1-800-387-9335,http://www.canpar.ca/en/home.jsp,express,//s.trackingmore.com/images/icons/express/canpar.png,CA,http://www.canpar.ca/en/track/TrackingAction.do?locale=en&type=0&reference=******,"Canpar Courier"
"Flying Leopards Express",njfeibao,86-025-52433090 ,http://njfeibao.com,express,//s.trackingmore.com/images/icons/express/njfeibao.png,CN,http://www.njfeibao.com/,金陵飞豹快递
"17 Post Service",17postservice,"+852 2620 0289",http://17postservice.com/,express,//s.trackingmore.com/images/icons/express/17postservice.png,CN,http://17postservice.com/shipment/,"17 Post Service"
"CBL Logistics",cbl-logistica,+34902887887,http://www.cbl-logistica.com/,express,//s.trackingmore.com/images/icons/express/cbl-logistica.png,ES,http://en.clientes.cbl-logistica.com/login.aspx?lang=sel,"CBL Logistics"
"First Flight Couriers",firstflightme,"600 54 54 56",http://firstflightme.com/Track-Shipment,express,//s.trackingmore.com/images/icons/express/firstflightme.png,AE,http://firstflightme.com/Track-Shipment,"First Flight Couriers"
VNCPost,vncpost,"1900 1031",https://vncpost.com,express,//s.trackingmore.com/images/icons/express/vncpost.png,vn,https://vncpost.com/hanh-trinh-don-hang,vncpost
"JET Express",jet,"+62 021 8066 1888",http://www.jet.co.id,express,//s.trackingmore.com/images/icons/express/jet.png,ID,https://www.jet.co.id/track,JET
"Redur Spain",redur-es,"+34 93 263 16 16",http://www.redur.es/,express,//s.trackingmore.com/images/icons/express/redur-es.png,ES,http://redlink.redur.es/RedLink/jsp/jsp_esp/listadoExpedicionesB.jsp?idioma=uk,"Redur Spain"
"Antilles Post",antilles-post,,http://www.cpostinternational.com/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/92020.jpg,AN,http://www.cpostinternational.com/,荷属安的列斯荷兰邮政
"Argentina Post",correo-argentino,"(011) 4891-9191",http://www.correoargentino.com.ar/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/1120.jpg,AR,https://www.correoargentino.com.ar/formularios/ondnp,阿根廷邮政
Siodemka,siodemka,,https://www.siodemka.com/,express,//s.trackingmore.com/images/icons/express/siodemka.png,PL,https://tracktrace.dpd.com.pl,Siodemka
"360lion Express",360lion,"+86 020-86534133",http://www.360lion.com,express,//s.trackingmore.com/images/icons/express/360lion.png,CN,http://www.360lion.com/,纬狮物联网
"ZTO International",zto-international,95311,https://www.ztoglobal.com/,express,//s.trackingmore.com/images/icons/express/zto-international.png,CN,,中通国际
"Armenia Post",armenia-post,514-514,http://www.haypost.am/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/1130.jpg,AM,https://www.haypost.am/hy/track-and-trace,亚美尼亚邮政
"Aruba Post",aruba-post,"(+ 297) 528-7635",http://www.postaruba.com/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/92030.jpg,AW,http://www.postaruba.com/,阿鲁巴邮政
"DPD France",exapaq,"+33 (0)1 55 35 02 80",http://www.dpd.fr/,express,//s.trackingmore.com/images/icons/express/exapaq.png,FR,http://www.dpd.fr/trace,"DPD France"
"HCT Express",hct,"+886 412-8866",https://www.hct.com.tw/Default.aspx,express,//s.trackingmore.com/images/icons/express/hct.png,CN,https://www.hct.com.tw/Search/SearchGoods_n.aspx,新竹物流HCT
LDXpress,ldxpress,4008200112,http://www.ldxpress.com/,express,//s.trackingmore.com/images/icons/express/ldxpress.png,CN,http://www.ldxpress.com/#/track,林道快递
spring-gds,spring-gds,,https://www.spring-gds.com,express,//s.trackingmore.com/images/icons/express/spring-gds.png,ES,https://mailingtechnology.com/tracking/,spring-gds
"Austrian Post",austria-post,"+61 3 8847 9045",http://www.post.at/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/1160.jpg,AT,https://www.post.at/sendungsverfolgung.php,奥地利邮政
"Azerbaijan Post",azerbaijan-post,"(012) 493-56-00",http://www.azerpost.az/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/1170.jpg,AZ,http://www.azerpost.az/index.php?options=content&id=22,阿塞拜疆邮政
"CJ Logistics",doortodoor,110-81-05034,https://www.doortodoor.co.kr/parcel/pa_004.jsp,express,//s.trackingmore.com/images/icons/express/doortodoor.png,KR,https://www.doortodoor.co.kr/parcel/doortodoor.do,希杰物流
tcs-express,tcs-express,,https://www.tcsexpress.com,express,//s.trackingmore.com/images/icons/express/tcs-express.png,,https://www.tcsexpress.com/tracking,tcs-express
"Bahrain Post",bahrain-post,"8000 8001",http://www.bahrain.bh/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/2020.jpg,BH,http://www.bahrain.bh/,巴林邮政
"K1 Express",kuajingyihao,"+86 400-8063-513",http://www.kuajingyihao.com/,express,//s.trackingmore.com/images/icons/express/kuajingyihao.png,CN,http://www.kuajingyihao.com/,跨境壹号
"VOVA Logistics",vova-logistics,,https://www.vovalogistics.com/index.php?q=admin/main/index/,express,//s.trackingmore.com/images/icons/express/vova-logistics.png,HK,,"VOVA Logistics"
"JT Express",jt-express,19001088,https://jtexpress.vn/en/home.html,express,//s.trackingmore.com/images/icons/express/jt-express.png,vn,https://jtexpress.vn/en/express/track?billcodes=******&btn_track=,jt-express
"Bangladesh EMS",bangladesh-ems,9558006,http://www.bangladeshpost.gov.bd/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/2031.jpg,BD,http://www.bangladeshpost.gov.bd/,"孟加拉国 EMS"
7-ELEVEN,qi-eleven,1-800-255-0711,https://eservice.7-11.com.tw/E-Tracking/search.aspx,express,//s.trackingmore.com/images/icons/express/qi-eleven.png,JP,https://eservice.7-11.com.tw/E-Tracking/search.aspx,7-ELEVEN
"Barbados Post",barbados-post,"+1 (246) 436-4800",http://www.bps.gov.bb/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/2040.jpg,BB,http://www.bps.gov.bb/,巴巴多斯邮政
"Belarus Post",belpochta,"+375 17 293 59 10",http://belpost.by/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/2050.jpg,BY,https://webservices.belpost.by/searchEn.aspx?search=******,白俄罗斯邮政
"ORANGE CONNEX",orangeconnex,86-21-60556068,http://www.orangeconnex.com.cn,express,//s.trackingmore.com/images/icons/express/orangeconnex.png,CN,http://www.orangeconnex.com.cn/tracking,橙联股份
"CTT Express",ctt-express,,https://www.cttexpress.com,express,//s.trackingmore.com/images/icons/express/ctt-express.png,PT,https://www.cttexpress.com/home/seguimiento-de-envios/,ctt-express
"Belize Post",belize-post,"+501 227-2201",http://www.belizepostalservice.gov.bz,globalpost,//s.trackingmore.com/images/icons/express/companylogo/2070.jpg,BZ,http://www.belizepostalservice.gov.bz,伯利兹邮政
"Benin Post",benin-post,229-213-13888,http://www.laposte.bj/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/2080.jpg,BJ,http://courrier.laposte.bj/IPSWebTracking/,贝宁邮政
"GLS Netherland",gls-nl,,https://www.gls-info.nl,express,//s.trackingmore.com/images/icons/express/gls-nl.png,NL,https://www.gls-info.nl/tracking
"Bermuda Post",bermuda-post,441.297.7893,http://www.bpo.bm/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/90040.jpg,BM,http://www.bpo.bm/track_and_trace.aspx?AspXPage=******,百慕大邮政
"JS EXPRESS",js-exp,400-0353-518,http://www.js-exp.com,express,//s.trackingmore.com/images/icons/express/js-exp.png,CN,http://www.js-exp.com/index.php?page=19,急速国际
"We World Express",weworld-express,"+852 2957 2700",https://www.weworldexpress.com/wwe/track,express,//s.trackingmore.com/images/icons/express/weworld-express.png,CN,,"We World Express"
"Bhutan Post",bhutan-post,"+975 02334444",http://www.bhutanpost.bt/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/2100.jpg,BT,http://202.144.143.120:8080/dts/TrackMail,不丹邮政
"Bolivia Post",correos-bolivia,"(591) 2374144",http://www.correosbolivia.com/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/2110.jpg,BO,http://www.correosbolivia.com/,玻利维亚邮政
Gofly,gofly,"+86 131 4383 0725",http://goflyi.com/,express,//s.trackingmore.com/images/icons/express/gofly.png,,http://goflyi.com/?page_id=35809,Gofly
"Bosnia And Herzegovina Post",bosnia-and-herzegovina-post,"033 252 613",http://www.posta.ba/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/2120.jpg,BA,http://www.posta.ba//en/track-trace-2/,波黑邮政
"Gao Post",gaopost,020-66687715,http://www.gaopost.com/,express,//s.trackingmore.com/images/icons/express/gaopost.png,CN,http://www.gaopost.com:8082/trackIndex.htm,高翔物流
"Shopee Express VN",spx-vn,19001221,https://spx.vn,express,//s.trackingmore.com/images/icons/express/spx-vn.png,VN,https://spx.vn
"Botswana Post",botswana-post,"+267 368 1000",http://www.botspost.co.bw/,globalpost,//s.trackingmore.com/images/icons/express/companylogo/2130.jpg,BW,http://www.botspost.co.bw/,博茨瓦纳邮政
"Shopee Express MY",spx-my,"+603 2777-9222",https://shopeexpress.com.my,express,//s.trackingmore.com/images/icons/express/spx-my.png,MY,https://shopeexpress.com.my
